Names,Canonical SMILES,INCHIKEY,CAS number,Canonicalized Taste,Source,Canonicalized SMILES,Original Labels
Helicin,C1=CC=C(C(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,BGOFCVIGEYGEOF-UJPOAAIJSA-N,618-65-5,bitter,tas2r_agonists,O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,Ligand to Tas2 Receptor
Noscapine,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,AKNNEGZIBPJZJG-MSOLQXFVSA-N,128-62-1,bitter,tas2r_agonists,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,Ligand to Tas2 Receptor
Papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,XQYZDYMELSJDRZ-UHFFFAOYSA-N,58-74-2,bitter,tas2r_agonists,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,Ligand to Tas2 Receptor
Parthenolide,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,KTEXNACQROZXEV-PVLRGYAZSA-N,20554-84-1 ,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,Ligand to Tas2 Receptor
Picrotin,CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,RYEFFICCPKWYML-QCGISDTRSA-N,21416-53-5,bitter,tas2r_agonists,CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,Ligand to Tas2 Receptor
Picrotoxinin,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C,PIMZUZSSNYHVCU-YKWPQBAZSA-N,17617-45-7 ,bitter,tas2r_agonists,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,Ligand to Tas2 Receptor
Progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,57-83-0,bitter,tas2r_agonists,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Ligand to Tas2 Receptor
Quassin; Quassia,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC,IOSXSVZRTUWBHC-LBTVDEKVSA-N,76-78-8,bitter,tas2r_agonists,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,Ligand to Tas2 Receptor
Sparteine,C1CCN2CC3CC(C2C1)CN4C3CCCC4,SLRCCWJSBJZJBV-ZQDZILKHSA-N,90-39-1 ,bitter,tas2r_agonists,C1CCN2CC3CC(CN4CCCCC34)C2C1,Ligand to Tas2 Receptor
Strychnine ,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,QMGVPVSNSZLJIA-FVWCLLPLSA-N,57-24-9,bitter,tas2r_agonists,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,Ligand to Tas2 Receptor
Tatridin A ,CC1=CC(C2C(C=C(C(CC1)O)C)OC(=O)C2=C)O,YMNZWKHEJQGPIA-HVCCRNAXSA-N,41653-75-2,bitter,tas2r_agonists,C=C1C(=O)OC2C=C(C)C(O)CCC(C)=CC(O)C12,Ligand to Tas2 Receptor
Tatridin B ,CC1=CC(C2C(CC(=C)C(CC1)O)OC(=O)C2=C)O,KNEQPJSDSYNUHP-RFPYWGSLSA-N,41653-76-3,bitter,tas2r_agonists,C=C1CC2OC(=O)C(=C)C2C(O)C=C(C)CCC1O,Ligand to Tas2 Receptor
Taurocholic acid,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,WBWWGRHZICKQGZ-HZAMXZRMSA-N,81-24-3,bitter,tas2r_agonists,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Ligand to Tas2 Receptor
D-Trp; D-Tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,QIVBCDIJIAJPQS-SECBINFHSA-N,153-94-6,bitter,tas2r_agonists,NC(Cc1c[nH]c2ccccc12)C(=O)O,Ligand to Tas2 Receptor
Acesulfame K (sulfonyl amide sweetener),CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],WBZFUFAFFUEMEI-UHFFFAOYSA-M,55589-62-3 ,bitter,tas2r_agonists,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],Ligand to Tas2 Receptor
Acetaminophen; Paracetamol,CC(=O)NC1=CC=C(C=C1)O,RZVAJINKPMORJF-UHFFFAOYSA-N,103-90-2,bitter,tas2r_agonists,CC(=O)Nc1ccc(O)cc1,Ligand to Tas2 Receptor
Xanthotoxin; Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,QXKHYNVANLEOEG-UHFFFAOYSA-N,298-81-7,bitter,tas2r_agonists,COc1c2occc2cc2ccc(=O)oc12,Ligand to Tas2 Receptor
Yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,BLGXFZZNTVWLAY-SCYLSFHTSA-N,146-48-5,bitter,tas2r_agonists,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,Ligand to Tas2 Receptor
Artemisinin ,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,BLUAFEHZUWYNDE-NNWCWBAJSA-N,63968-64-9 ,bitter,tas2r_agonists,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,Ligand to Tas2 Receptor
Acetylgenistin,CC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O,LFVPAOVVIFRRDV-RNDQNAPQSA-N,73566-30-0,bitter,tas2r_agonists,CC(=O)c1oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c2c(=O)c1-c1ccc(O)cc1,Ligand to Tas2 Receptor
Acetyl-L-homoserine lactone,CC(=O)NC1CCOC1=O,XGSXMDQVYYCSDA-YFKPBYRVSA-N,51524-71-1,bitter,tas2r_agonists,CC(=O)NC1CCOC1=O,Ligand to Tas2 Receptor
Aglycon H.g.-12,CC=C(C)C(=O)OC1CC2C(CC=C3C2(CCC(C3)O)C)C4(C1(C(CC4)C(=O)C)C)O,ATLKEQLPGRQWQA-JAHRXTSASA-N,,bitter,tas2r_agonists,CC=C(C)C(=O)OC1CC2C(CC=C3CC(O)CCC32C)C2(O)CCC(C(C)=O)C12C,Ligand to Tas2 Receptor
Bergapten,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,BGEBZHIAGXMEMV-UHFFFAOYSA-N, 484-20-8,bitter,tas2r_agonists,COc1c2ccoc2cc2oc(=O)ccc12,Ligand to Tas2 Receptor
Butein,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,AYMYWHCQALZEGT-ORCRQEGFSA-N,487-52-5,bitter,tas2r_agonists,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,Ligand to Tas2 Receptor
Chalcone,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,DQFBYFPFKXHELB-VAWYXSNFSA-N,614-47-1,bitter,tas2r_agonists,O=C(C=Cc1ccccc1)c1ccccc1,Ligand to Tas2 Receptor
Datiscetin,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,WCNLFPKXBGWWDS-UHFFFAOYSA-N,480-15-9,bitter,tas2r_agonists,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,Ligand to Tas2 Receptor
Dihydro-taurin ,CC1C2CCC3(C(CCC(=C3C2OC1=O)C)O)C,BWOPOAOBPJWDBF-UHFFFAOYSA-N,41410-55-3,bitter,tas2r_agonists,CC1=C2C3OC(=O)C(C)C3CCC2(C)C(O)CC1,Ligand to Tas2 Receptor
"3,2-dihydroxychalcone",C1CN(CCC1=O)C2=CC(=CC=C2)F,FBLDYOQSZAVPAL-UHFFFAOYSA-N,36574-83-1,bitter,tas2r_agonists,O=C1CCN(c2cccc(F)c2)CC1,Ligand to Tas2 Receptor
"5,2'-dihydroxyflavone",C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=CC=C3O2)O)O,QAGGRDVXPIXVDQ-UHFFFAOYSA-N,6674-39-1,bitter,tas2r_agonists,O=c1cc(-c2ccccc2O)oc2cccc(O)c12,Ligand to Tas2 Receptor
"5,4'-dihydroxyflavone",C1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,OKRNDQLCMXUCGG-UHFFFAOYSA-N,6665-67-4,bitter,tas2r_agonists,O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,Ligand to Tas2 Receptor
"6,4'-dihydroxyflavone",C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)O,FFULTBKXWHYHFQ-UHFFFAOYSA-N,63046-09-3,bitter,tas2r_agonists,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,Ligand to Tas2 Receptor
"7,4'-dihydroxyflavone",C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,2196-14-7,bitter,tas2r_agonists,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,Ligand to Tas2 Receptor
"5,7'-dimethoxyflavone",COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC=CC=C3,JRFZSUMZAUHNSL-UHFFFAOYSA-N,21392-57-4,bitter,tas2r_agonists,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,Ligand to Tas2 Receptor
"6,7'-dimethoxyflavone",COC1=C(C=C2C(=C1)C(=O)C=C(O2)C3=CC=CC=C3)OC,XZRIVAKQBKTLEQ-UHFFFAOYSA-N,26964-27-2,bitter,tas2r_agonists,COc1cc2oc(-c3ccccc3)cc(=O)c2cc1OC,Ligand to Tas2 Receptor
"7,4'-dimethoxyisoflavone",COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC)O,RWRYIBYHFCNKHK-UHFFFAOYSA-N,1157-39-7,bitter,tas2r_agonists,COc1cc(O)c2c(=O)c(-c3ccc(OC)c(O)c3)coc2c1,Ligand to Tas2 Receptor
Epizaluzannin C ,C=C1CCC2C(C3C1CC(C3=C)O)OC(=O)C2=C,XFVLNEYIZGZDHP-UHFFFAOYSA-N,16838-87-2,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC(=C)C1CC(O)C(=C)C12,Ligand to Tas2 Receptor
(+/-) Equol,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,531-95-3,bitter,tas2r_agonists,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,Ligand to Tas2 Receptor
Esculine; Aesculin,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O,XHCADAYNFIFUHF-TVKJYDDYSA-N,531-75-9,bitter,tas2r_agonists,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,Ligand to Tas2 Receptor
Fustin,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,FNUPUYFWZXZMIE-LSDHHAIUSA-N,20725-03-5,bitter,tas2r_agonists,O=C1c2ccc(O)cc2OC(c2ccc(O)c(O)c2)C1O,Ligand to Tas2 Receptor
Genkwanin,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,JPMYFOBNRRGFNO-UHFFFAOYSA-N,437-64-9,bitter,tas2r_agonists,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,Ligand to Tas2 Receptor
"Germacradien-6,11-dihydroxy-8,12-olide ",CC1=CC(O)C2C(CC(C)=CCC1)OC(=O)C2(C)O,PWGGWJQDDMBSSI-VKXBSSMUSA-N,,bitter,tas2r_agonists,CC1=CC(O)C2C(CC(C)=CCC1)OC(=O)C2(C)O,Ligand to Tas2 Receptor
4-Glucosyloxymandelonitrile,C1=CC(=CC=C1C(C#N)O)OC2C(C(C(C(O2)CO)O)O)O,RSMOYVJMDHSTEV-MXNNCRBYSA-N,22660-95-3,bitter,tas2r_agonists,N#CC(O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,Ligand to Tas2 Receptor
Gly-Phe; Glycyl-l-phenylalanine; Glycylphenylalanine,C1=CC=C(C=C1)CC(C(=O)NC2=CC3=CC=CC=C3C=C2)NC(=O)CN,YABDXPBHLDPMOA-IBGZPJMESA-N,3321 03  7,bitter,tas2r_agonists,NCC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc2ccccc2c1,Ligand to Tas2 Receptor
Gly-Leu-Leu; Glycyl-Leucyl-Leucine,CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)CN,UHPAZODVFFYEEL-QWRGUYRKSA-N,4464-35-1,bitter,tas2r_agonists,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)CN)C(=O)O,Ligand to Tas2 Receptor
Herbolide D acetate ,CC1C2CC(C(=C)C(CCC(=CC2OC1=O)C)OC(=O)C)OC(=O)C,VTWQYUXBPAQYBI-IQHLHDQJSA-N,,bitter,tas2r_agonists,C=C1C(OC(C)=O)CCC(C)=CC2OC(=O)C(C)C2CC1OC(C)=O,Ligand to Tas2 Receptor
3β-hydroxydihydrocostunolide (3HDC),C/C2=C\CC(O)/C(C)=C/[C@H]1OC(=O)[C@@H](C)C1CC2,,,bitter,tas2r_agonists,C/C1=C\CC(O)/C(C)=C/[C@H]2OC(=O)[C@@H](C)C2CC1,Ligand to Tas2 Receptor
Ile-Phe; Isoleucine-Phenylalanine,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,WMDZARSFSMZOQO-UHFFFAOYSA-N,,bitter,tas2r_agonists,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)O,Ligand to Tas2 Receptor
Jatrorrhizine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,MXTLAHSTUOXGQF-UHFFFAOYSA-O,3621-38-3,bitter,tas2r_agonists,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2,Ligand to Tas2 Receptor
Leu-Arg-Pro; Leucyl-Arginyl-Proline,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O)N,IBMVEYRWAWIOTN-RWMBFGLXSA-N,,bitter,tas2r_agonists,CC(C)CC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O,Ligand to Tas2 Receptor
Leu-Leu-Leu; Leucyl-Leucyl-Leucine,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)N,DNDWZFHLZVYOGF-KKUMJFAQSA-N,10329-75-6,bitter,tas2r_agonists,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,Ligand to Tas2 Receptor
Leu-Trp; Leucyl-Tryptophan,CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,BQVUABVGYYSDCJ-UHFFFAOYSA-N,657377-74-7,bitter,tas2r_agonists,CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,Ligand to Tas2 Receptor
Liensinine,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,XCUCMLUTCAKSOZ-FIRIVFDPSA-N,2586-96-1,bitter,tas2r_agonists,COc1cc2c(cc1OC)C(Cc1ccc(O)c(Oc3cc4c(cc3OC)CCN(C)C4Cc3ccc(O)cc3)c1)N(C)CC2,Ligand to Tas2 Receptor
Malonylgenistin,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)O,FRAUJUKWSKMNJY-RSEYPYQYSA-N,51011-05-3,bitter,tas2r_agonists,O=C(O)CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,Ligand to Tas2 Receptor
Marrubiin,CC1CC2C3C(CCCC3(C1(CCC4=COC=C4)O)C)(C(=O)O2)C,HQLLRHCTVDVUJB-OBHOOXMTSA-N,465-92-9,bitter,tas2r_agonists,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,Ligand to Tas2 Receptor
Nobilin ,CC=C(C)C(=O)OC1CC(=CCC(C(=CC2C1C(=C)C(=O)O2)C)O)C,QFINJHBXXJQKPB-YVRWQVCISA-N,31824-11-0,bitter,tas2r_agonists,C=C1C(=O)OC2C=C(C)C(O)CC=C(C)CC(OC(=O)C(C)=CC)C12,Ligand to Tas2 Receptor
Osmaronin epoxide,CC1(C(O1)C#N)COC2C(C(C(C(O2)CO)O)O)O,WIKISPGCKIJOQU-NJNULVQQSA-N,,bitter,tas2r_agonists,CC1(COC2OC(CO)C(O)C(O)C2O)OC1C#N,Ligand to Tas2 Receptor
Parthenin,CC1CCC2C(C3(C1(C=CC3=O)O)C)OC(=O)C2=C,LLQCRTZROWMVOL-JISBIHODSA-N,508-59-8,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,Ligand to Tas2 Receptor
Pelargoninidin chloride,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O.[Cl-],YPVZJXMTXCOTJN-UHFFFAOYSA-N,134-04-3,bitter,tas2r_agonists,Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1.[Cl-],Ligand to Tas2 Receptor
Prunetin,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,KQMVAGISDHMXJJ-UHFFFAOYSA-N,552-59-0,bitter,tas2r_agonists,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,Ligand to Tas2 Receptor
Quercetagetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,ZVOLCUVKHLEPEV-UHFFFAOYSA-N,90-18-6,bitter,tas2r_agonists,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,Ligand to Tas2 Receptor
Santamarine,CC1=CCC(C2(C1C3C(CC2)C(=C)C(=O)O3)C)O,PLSSEPIRACGCBO-PFFFPCNUSA-N,4290-13-5,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC1(C)C(O)CC=C(C)C21,Ligand to Tas2 Receptor
Scutellarein,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,JVXZRQGOGOXCEC-UHFFFAOYSA-N,529-53-3,bitter,tas2r_agonists,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Ligand to Tas2 Receptor
Silibinin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,SEBFKMXJBCUCAI-HKTJVKLFSA-N,22888-70-6,bitter,tas2r_agonists,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,Ligand to Tas2 Receptor
Sintenin ,COC1=C(C=C(C=C1)CCCOC(=O)CCC2=CC(=C(C=C2)OC)OC)OC,SMPBPOTWROHQRV-UHFFFAOYSA-N,,bitter,tas2r_agonists,COc1ccc(CCCOC(=O)CCc2ccc(OC)c(OC)c2)cc1OC,Ligand to Tas2 Receptor
Speciformin acetate,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12,XLAPMFRPAHWCKZ-CEEVZKBLSA-N,,bitter,tas2r_agonists,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12,Ligand to Tas2 Receptor
Strychnine-N-oxide,C1C[N+]2(CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75)[O-],ADTDBAKUQAKBGZ-VXJIXCKJSA-N,7248-28-4,bitter,tas2r_agonists,O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64,Ligand to Tas2 Receptor
Sulfuretin,C1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C=C(C=C3)O)O)O,RGNXWPVNPFAADO-NSIKDUERSA-N,120-05-8,bitter,tas2r_agonists,O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)ccc21,Ligand to Tas2 Receptor
Teuflavin,CC1CC(C2(C(C13CC(OC3O)C4=COC=C4)CCC(=O)C25CO5)COC(=O)C)O,LODLOXLOCXDUTE-BBBSVGCKSA-N,	92356-83-7,bitter,tas2r_agonists,CC(=O)OCC12C(O)CC(C)C3(CC(c4ccoc4)OC3O)C1CCC(=O)C21CO1,Ligand to Tas2 Receptor
Teuflavoside,CC1CC(C2=C(CCCC2C13CC(OC3=O)C4=COC=C4)COC(=O)C)OC5C(C(C(C(O5)CO)O)O)O,HQWNBPDSSUVDMC-SUAWGPNASA-N,	92356-82-6,bitter,tas2r_agonists,CC(=O)OCC1=C2C(OC3OC(CO)C(O)C(O)C3O)CC(C)C3(CC(c4ccoc4)OC3=O)C2CCC1,Ligand to Tas2 Receptor
Teumarin,CC1CC(C2(C(C13CC(OC3=O)C4=COC=C4)CC(CC25CO5)O)COC(=O)C)O,QBUFIBYHAIKJCS-IZZFZGLZSA-N,,bitter,tas2r_agonists,CC(=O)OCC12C(O)CC(C)C3(CC(c4ccoc4)OC3=O)C1CC(O)CC21CO1,Ligand to Tas2 Receptor
Umbellifolide,CC(=O)CCCC1(CC2C(CC1=O)C(=C)C(=O)O2)C,MIRSLSRVCIOISZ-UHFFFAOYSA-N,89026-40-4,bitter,tas2r_agonists,C=C1C(=O)OC2CC(C)(CCCC(C)=O)C(=O)CC12,Ligand to Tas2 Receptor
Vulgarolide,CC12CCC(OC1C3C(CCC(=O)C2)C(=C)C(=O)O3)O,LBKCMFUBEOROEX-UHFFFAOYSA-N,120674-40-0,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC(=O)CC1(C)CCC(O)OC21,Ligand to Tas2 Receptor
Xanthone,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,JNELGWHKGNBSMD-UHFFFAOYSA-N,90-47-1,bitter,tas2r_agonists,O=c1c2ccccc2oc2ccccc12,Ligand to Tas2 Receptor
Zaluzannin D ,CC(=O)OC1CC2C(C1=C)C3C(CCC2=C)C(=C)C(=O)O3,GKMFOEIZCLMZDE-QXKUPLGCSA-N,16838-85-0,bitter,tas2r_agonists,C=C1C(=O)OC2C1CCC(=C)C1CC(OC(C)=O)C(=C)C12,Ligand to Tas2 Receptor
Baicalein,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,FXNFHKRTJBSTCS-UHFFFAOYSA-N,491-67-8,bitter,tas2r_agonists,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,Ligand to Tas2 Receptor
Baicalin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,IKIIZLYTISPENI-ZFORQUDYSA-N,21967-41-9,bitter,tas2r_agonists,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,Ligand to Tas2 Receptor
Deacetyl nomilin,CC1(C2CC(=O)C3(C(C2(C(CC(=O)O1)O)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)C,HWAJASVMTDEFJN-UHFFFAOYSA-N,3264-90-2,bitter,tas2r_agonists,CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,Ligand to Tas2 Receptor
Dehydroandrographolide,CC12CCC(C(C1CCC(=C)C2CC=C3C=COC3=O)(C)CO)O,YIIRVUDGRKEWBV-CZUXAOBFSA-N,1032910-41-0,bitter,tas2r_agonists,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C=COC1=O,Ligand to Tas2 Receptor
Manganese (II) chloride; MnCl2,[Cl-].[Cl-].[Mn+2],GLFNIEUTAYBVOC-UHFFFAOYSA-L,7773-01.5,bitter,tas2r_agonists,[Cl-].[Cl-].[Mn+2],Ligand to Tas2 Receptor
Matrine,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,ZSBXGIUJOOQZMP-JLNYLFASSA-N,519-02-8,bitter,tas2r_agonists,O=C1CCCC2C3CCCN4CCCC(CN12)C34,Ligand to Tas2 Receptor
Picfeltarraenin I A,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4C(=CCC5C4(C(=O)CC6(C5(CC(C6C7(C(=O)C=C(O7)C(C)C)C)O)C)C)C)C3(C)C)O)O)O)O)O,WPXIIGGPWPYUSJ-CUXXYAFUSA-N,97230-47-2,bitter,tas2r_agonists,CC(C)C1=CC(=O)C(C)(C2C(O)CC3(C)C4CC=C5C(CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C)C4(C)C(=O)CC23C)O1,Ligand to Tas2 Receptor
Picroside II,COC1=C(C=CC(=C1)C(=O)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O,AKNILCMFRRDTEY-UHFFFAOYSA-N,39012-20-9,bitter,tas2r_agonists,COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,Ligand to Tas2 Receptor
"7,3',4'-trihydroxyisoflavone",C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,DDKGKOOLFLYZDL-UHFFFAOYSA-N,485-63-2,bitter,tas2r_agonists,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,Ligand to Tas2 Receptor
Trp-Leu,CC(C)CC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)N,LYMVXFSTACVOLP-ZFWWWQNUSA-N,13123-35-8,bitter,tas2r_agonists,CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,Ligand to Tas2 Receptor
Trp-Phe,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N,IMMPMHKLUUZKAZ-WMZOPIPTSA-N,6686-02-8,bitter,tas2r_agonists,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,Ligand to Tas2 Receptor
Trp-Pro,C1CC(N(C1)C(=O)C(CC2=CNC3=CC=CC=C32)N)C(=O)O,DXYQIGZZWYBXSD-JSGCOSHPSA-N,38136-75-3,bitter,tas2r_agonists,NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)O,Ligand to Tas2 Receptor
Trp-Trp,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)O)N,NQIHMZLGCZNZBN-PXNSSMCTSA-N,20696-60-0,bitter,tas2r_agonists,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,Ligand to Tas2 Receptor
