unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent,temperature,Canonicalized SMILES,Canonicalized Taste,Source,Original Labels
serjeant3557,O=C(O)c1cc(Cl)ccc1O,"InChI=1S/C7H5ClO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.7,25,"C=0.0003, I=0.01",O5,Approximate,D56,,,"benzoic acid, 5-chloro-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Cl)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3558,O=C(OO)c1ccccc1Cl,"InChI=1S/C7H5ClO3/c8-6-4-2-1-3-5(6)7(9)11-10/h1-4,10H",pKa1,6.54,25,,,,K14,,,"peroxybenzoic acid, 2-chloro-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,O=C(OO)c1ccccc1Cl,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3561,O=C(O)c1cccc(Br)c1O,"InChI=1S/C7H5BrO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.516,20,,"O5, R4",Approximate,G11,,,"benzoic acid, 3-bromo-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,20.0,O=C(O)c1cccc(Br)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3561,O=C(O)c1cccc(Br)c1O,"InChI=1S/C7H5BrO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.487,30,,"O5, R4",Approximate,G11,,,"benzoic acid, 3-bromo-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,30.0,O=C(O)c1cccc(Br)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.66,25,C=0.01,O5,Approximate,E24,,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.75,25,"I=0.1(KCl), concentration constants",E3bg,Uncertain,A1,,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.627,25,"I=0.1(KCl), concentration constants","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.61,25,"C=0.0003, I=0.01",O5,Approximate,D56,,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.61,25,C=0.0002-0.0013,C1,Approximate,B123,,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.638,20,"I=0.1(KCl), concentration constants","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,20.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3562,O=C(O)c1cc(Br)ccc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.615,30,"I=0.1(KCl), concentration constants","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 5-bromo-2-hydroxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,30.0,O=C(O)c1cc(Br)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3563,O=C(O)c1ccc(Br)cc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.669,25,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 4-bromo-2-hydroxy-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,25.0,O=C(O)c1ccc(Br)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3563,O=C(O)c1ccc(Br)cc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.678,20,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 4-bromo-2-hydroxy-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,20.0,O=C(O)c1ccc(Br)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3563,O=C(O)c1ccc(Br)cc1O,"InChI=1S/C7H5BrO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.662,30,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 4-bromo-2-hydroxy-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,30.0,O=C(O)c1ccc(Br)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3565,O=C(O)c1cccc(I)c1O,"InChI=1S/C7H5IO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.52,25,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-3-iodo-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,25.0,O=C(O)c1cccc(I)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3565,O=C(O)c1cccc(I)c1O,"InChI=1S/C7H5IO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.536,20,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-3-iodo-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,20.0,O=C(O)c1cccc(I)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3565,O=C(O)c1cccc(I)c1O,"InChI=1S/C7H5IO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.507,30,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-3-iodo-","['OPSIN_name1', 'pubchem_name1', 'chemaxon_name1']",3,,serjeant,,A,,,30.0,O=C(O)c1cccc(I)c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3566,O=C(O)c1ccc(I)cc1O,"InChI=1S/C7H5IO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.75,25,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-4-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccc(I)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3566,O=C(O)c1ccc(I)cc1O,"InChI=1S/C7H5IO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.761,20,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-4-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,20.0,O=C(O)c1ccc(I)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3566,O=C(O)c1ccc(I)cc1O,"InChI=1S/C7H5IO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,(H,10,11)",pKa1,2.742,30,,"O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-4-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,30.0,O=C(O)c1ccc(I)cc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3567,O=C(O)c1cc(I)ccc1O,"InChI=1S/C7H5IO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.619,25,"C=0.0003, I=0.01","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-5-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(I)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3567,O=C(O)c1cc(I)ccc1O,"InChI=1S/C7H5IO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.7,25,"C=0.0003, I=0.01",O5,Approximate,D56,,,"benzoic acid, 2-hydroxy-5-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cc(I)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3567,O=C(O)c1cc(I)ccc1O,"InChI=1S/C7H5IO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.632,20,"C=0.0003, I=0.01","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-5-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,20.0,O=C(O)c1cc(I)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3567,O=C(O)c1cc(I)ccc1O,"InChI=1S/C7H5IO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,(H,10,11)",pKa1,2.608,30,"C=0.0003, I=0.01","O5, R4",Approximate,G11,Thermodynamic quantities are derived from the results,,"benzoic acid, 2-hydroxy-5-iodo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,30.0,O=C(O)c1cc(I)ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3571,O=Cc1cccc([N+](=O)[O-])c1O,"InChI=1S/C7H5NO4/c9-4-5-2-1-3-6(7(5)10)8(11)12/h1-4,10H",pKa1,5.41,25,"C=0.0002, I=0.1",O5,Approximate,M19,,,"benzaldehyde, 2-hydroxy-3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=Cc1cccc([N+](=O)[O-])c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3571,O=Cc1cccc([N+](=O)[O-])c1O,"InChI=1S/C7H5NO4/c9-4-5-2-1-3-6(7(5)10)8(11)12/h1-4,10H",pKa1,5.21,25,"I=0.1, mixed constant",O5,Approximate,M19,,,"benzaldehyde, 2-hydroxy-3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,25 (assumed),,25.0,O=Cc1cccc([N+](=O)[O-])c1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3572,O=Cc1cc([N+](=O)[O-])ccc1O,"InChI=1S/C7H5NO4/c9-4-5-3-6(8(11)12)1-2-7(5)10/h1-4,10H",pKa1,5.51,25,"C=0.0002, I=0.1",O5,Approximate,M19,,,"benzaldehyde, 2-hydroxy-5-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=Cc1cc([N+](=O)[O-])ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3572,O=Cc1cc([N+](=O)[O-])ccc1O,"InChI=1S/C7H5NO4/c9-4-5-3-6(8(11)12)1-2-7(5)10/h1-4,10H",pKa1,5.42,25,"I=0.1, mixed constant",O5,Approximate,M19,,,"benzaldehyde, 2-hydroxy-5-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,25 (assumed),,25.0,O=Cc1cc([N+](=O)[O-])ccc1O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3573,O=Cc1ccc([N+](=O)[O-])c(O)c1,"InChI=1S/C7H5NO4/c9-4-5-1-2-6(8(11)12)7(10)3-5/h1-4,10H",pKa1,6.0,25,"C=0.00001-0.0001, I=0.1, mixed constant",O5,Approximate,H11,,,"benzaldehyde, 3-hydroxy-4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=Cc1ccc([N+](=O)[O-])c(O)c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3574,O=C(O)c1ccccc1[N+](=O)[O-],"InChI=1S/C7H5NO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)",pKa1,2.21,25,C=0.001-0.01,"C2, R1a/b",Approximate,C61,,,"benzoic acid, 2-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccccc1[N+](=O)[O-],sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3574,O=C(O)c1ccccc1[N+](=O)[O-],"InChI=1S/C7H5NO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)",pKa1,2.17,25,C=0.001-0.01,O5,Uncertain,W12,,,"benzoic acid, 2-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccccc1[N+](=O)[O-],sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3574,O=C(O)c1ccccc1[N+](=O)[O-],"InChI=1S/C7H5NO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)",pKa1,2.02,25,"C=0.001-0.01
P=1010 (atm)","C2, R1a/b",Approximate,C61,,,"benzoic acid, 2-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1010 (atm),A,,,25.0,O=C(O)c1ccccc1[N+](=O)[O-],sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.462,25,Value calculated from thermodynamic data given in the reference,O5a,Reliable,B91,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.473,25,Value calculated from thermodynamic data given in the reference,"C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.51,25,C=0.0005-0.0098,"C2, R1a/b",Approximate,C61,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.397,25,"Value calculated from thermodynamic data given in the reference
P=500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,500 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.328,25,"Value calculated from thermodynamic data given in the reference
P=1000 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1000 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.258,25,"Value calculated from thermodynamic data given in the reference
P=1500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1500 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.192,25,"Value calculated from thermodynamic data given in the reference
P=2000 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2000 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.13,25,"Value calculated from thermodynamic data given in the reference
P=2500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2500 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.07,25,"Value calculated from thermodynamic data given in the reference
P=3000 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,3000 (bar),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.35,25,"C=0.0005-0.0098
P=1010 (atm)","C2, R1a/b",Approximate,C61,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1010 (atm),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.22,25,"C=0.0005-0.0098
P=2010 (atm)","C2, R1a/b",Approximate,C61,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2010 (atm),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3575,O=C(O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.13,25,"C=0.0005-0.0098
P=2780 (atm)","C2, R1a/b",Approximate,C61,,,"benzoic acid, 3-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2780 (atm),A,,,25.0,O=C(O)c1cccc([N+](=O)[O-])c1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.426,25,Value calculated from thermodynamic data given in the reference,O5a,Reliable,B91,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.422,25,Value calculated from thermodynamic data given in the reference,"C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.48,25,C=0.0005-0.01,"C2, R1a/b",Approximate,C61,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.347,25,"Value calculated from thermodynamic data given in the reference
P=500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,500 (bar),A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.275,25,"Value calculated from thermodynamic data given in the reference
P=1000 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1000 (bar),A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.209,25,"Value calculated from thermodynamic data given in the reference
P=1500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,1500 (bar),A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.142,25,"Value calculated from thermodynamic data given in the reference
P=2000 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2000 (bar),A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant3576,O=C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C7H5NO4/c9-7(10)5-1-3-6(4-2-5)8(11)12/h1-4H,(H,9,10)",pKa1,3.081,25,"Value calculated from thermodynamic data given in the reference
P=2500 (bar)","C2, R1a/b",Approximate,F18,,,"benzoic acid, 4-nitro-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,2500 (bar),A,,,25.0,O=C(O)c1ccc([N+](=O)[O-])cc1,sour,IUPAC Dissocation Constants,pKa between 2 and 7
