Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,PubChemID,InChI,INCHIKEY
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18299680,,
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,18299681,,
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18299719,,
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18299739,,
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18299759,,
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet,sweet,flavor_db,18299919,,
CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18300010,,
CC(C)CC(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18300408,,
CC(C)CC(N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet,sweet,flavor_db,18301984,,
CC(C)CC(N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet,sweet,flavor_db,18302004,,
CC(C)CC(N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet,sweet,flavor_db,18302191,,
CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18302378,,
CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18302398,,
CC(NC(=O)C(N)CCCCN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18302478,,
CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18302584,,
CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,18302585,,
CC(NC(=O)C(CC(N)=O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303118,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303158,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303178,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303258,,
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303297,,
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303317,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303337,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18303366,,
NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,sweet,flavor_db,18303375,,
CC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303495,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303515,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303555,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303575,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303634,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303654,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303694,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303713,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303732,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18303759,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18303761,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,18303762,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet,sweet,flavor_db,18303766,,
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18303768,,
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18303769,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,sweet,flavor_db,18303770,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303772,,
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18303778,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303792,,
NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303812,,
CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303832,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18303892,,
NCCCCC(N)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18304760,,
CC(NC(=O)CNC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18305099,,
NCCCCC(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18305138,,
NCCCCC(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18305335,,
CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18305924,,
CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18305944,,
CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18306129,,
CC(C)CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18306320,,
CC(C)CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18306340,,
CC(C)CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18306526,,
NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18306715,,
NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18306734,,
NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18306916,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307452,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,18307453,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307492,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)O,sweet,sweet,flavor_db,18307501,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18307510,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307512,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,18307513,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,sweet,flavor_db,18307517,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18307519,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18307520,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O,sweet,sweet,flavor_db,18307521,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18307523,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,sweet,sweet,flavor_db,18307529,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307592,,
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307632,,
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307652,,
NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307672,,
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18307831,,
NCCCCC(N)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18307922,,
NCCCCC(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18308319,,
CC(O)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18308717,,
CC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18309895,,
CC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18309915,,
CC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18310102,,
COCC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db,18315103,,
COCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db,18315104,,
CCOC1C(O)OC(C(O)CO)C1O,sweet,sweet,flavor_db,18315107,,
CC(C)(C)OC(=O)C(NC(=O)C(N)CC(=O)[O-])c1ccccc1,sweet,sweet,flavor_db,18322814,,
CC(C)(C)OC(=O)C(NC(=O)C(N)CC(=O)O)c1ccccc1,sweet,sweet,flavor_db,18322815,,
O.O=C1NS(=O)(=O)c2ccccc21.[Na+],sweet,sweet,flavor_db,18324648,,
Cl.O=C(CO)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,18325051,,
CCOC(OCC)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,18329476,,
O=CC(O)C(O)C(O)C(O)CO.OCCO,sweet,sweet,flavor_db,18331057,,
OCC1OC(O)C(O)C(O)C1O.[Ac].[Ac].[Ac].[Ac],sweet,sweet,flavor_db,18336617,,
CC(C)OCC1OC(O)C(O)C(O)C1O.[Ac].[Ac].[Ac].[Ac],sweet,sweet,flavor_db,18336618,,
CC(C)OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,18336619,,
COC(=O)C(Cc1ccccc1)NC(=O)C(C)C,sweet,sweet,flavor_db,18340876,,
NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18341314,,
COCC(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)OC(C)(C)C,sweet,sweet,flavor_db,18341322,,
CCCCOC(=O)NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18341357,,
CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18341358,,
CC(CO)OOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,18342218,,
OCC1OC(OC2OC(CO)C(O)C(O[Si](O)O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18343463,,
OCCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18343955,,
CC1OC(OC2C(C)OC(C)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18345552,,
CC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,18345553,,
CC1OC(O)(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,18345556,,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,sweet,sweet-like,flavor_db,18346204,,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,sweet,sweet-like,flavor_db,18346205,,
NC1CCCCC1N=S(=O)=O,sweet,sweet,flavor_db,18350600,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1F,sweet,sweet-like,flavor_db,18363761,,
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O.O,sweet,sweet-like,flavor_db,18364708,,
OCCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18372047,,
CC(CO)OOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,18374253,,
N.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18380131,,
COCC(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)OC(C)(C)C,sweet,sweet,flavor_db,18380328,,
NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18380350,,
CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18380383,,
CCCCOC(=O)NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,sweet,sweet,flavor_db,18380433,,
CCOC(=O)CCNC(=O)C(Cc1ccccc1)NCC(=O)OCC,sweet,sweet,flavor_db,18387200,,
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Cl-].[Na+],sweet,sweet,flavor_db,18391541,,
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1(O)OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,18392041,,
O=C(C(O)CO)C(O)C(O)CO,sweet,sweet,flavor_db,18392540,,
COC(=O)C(C)(Cc1ccccc1)N(CCC(C)(C)C)C(=O)C(N)CC(=O)O,sweet,sweet,flavor_db,18393063,,
CC1OC(OOC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18393072,,
CCCCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18394841,,
CCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18394842,,
CC1OC(OCC2OC(OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18394877,,
NOCC(=O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,18395993,,
CC1OC([O-])C(O)C(O)C1O,sweet,sweet,flavor_db,18396023,,
Nc1ncnc2c1ncn2C1CC(O)C(COP(N)O)O1,sweet,sweet-like,flavor_db,18396184,,
CCCCCOC1C(O)C(COP(N)O)OC1n1cnc2c(N)ncnc21,sweet,sweet-like,flavor_db,18396276,,
O=S(O)(=S)NC1CCCCC1,sweet,sweet,flavor_db,18398597,,
CC(NC(=O)C1CCCN1C(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18401345,,
CC(O)C(O)(O)C(O)C(O)CO,sweet,sweet,flavor_db,18406734,,
C=Cc1cccc2c1S(=O)(=O)N=C2[O-],sweet,sweet,flavor_db,18410144,,
C=Cc1cccc2c1S(=O)(=O)NC2=O,sweet,sweet,flavor_db,18410145,,
CC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18411140,,
CC(=O)OC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O,sweet,sweet,flavor_db,18411141,,
CCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,sweet,flavor_db,18411204,,
O=CC(O)C(O)C(F)C(O)CO,sweet,sweet,flavor_db,18411231,,
CC(C)(C)CCC(CCC(C)(C)C)OC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db,18415090,,
OCCC(O)CC(O)CO,sweet,sweet,flavor_db,18415577,,
NOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,18417383,,
NN1C(=O)c2ccccc2S1=O,sweet,sweet,flavor_db,18428334,,
OCC(O)C(O)C1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,sweet,flavor_db,18431280,,
OCC1OC(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18436566,,
OCC1OC(OC2(CO)OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,18439495,,
CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db,18448985,,
O.O.OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,18454344,,
NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)OCC=O,sweet,sweet,flavor_db,18459124,,
OCCCCC(O)CO.OCCCCO,sweet,sweet,flavor_db,18461783,,
O=CCC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,18465617,,
NC(=O)c1cccc2c1S(=O)(=O)NC2=O,sweet,sweet,flavor_db,18471261,,
O=C(O)N1C(=O)c2ccccc2S1(=O)=O,sweet,sweet,flavor_db,18475307,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18477978,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478018,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478038,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478078,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478098,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478118,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478158,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478178,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478198,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18478225,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet,sweet,flavor_db,18478232,,
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18478234,,
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18478235,,
NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18478236,,
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478278,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478358,,
NC(=O)CCC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18478835,,
NC(=O)CCC(N)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18479235,,
CC(NC(=O)CNC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18479573,,
NC(=O)CCC(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18479613,,
NC(=O)CCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18479633,,
CCC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18480430,,
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18480829,,
NCCCCC(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18481228,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,18481957,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18482015,,
NC(=O)CCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,sweet,flavor_db,18482022,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18482024,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18482025,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,sweet,sweet,flavor_db,18482026,,
NC(=O)CCC(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18482827,,
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18484427,,
CC(NC(=O)CN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,18484765,,
