,Canonicalized SMILES,Canonicalized Taste,Original Labels,Source
15133,CC(C)C(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15134,CC(C)C(N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet,sweet,flavor_db
15135,CC(C)C(N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet,sweet,flavor_db
15136,CC(C)C(N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet,sweet,flavor_db
15137,COC1CC(C)OC(O)C1O,sweet,sweet,flavor_db
15138,COC1CC(O)OC(C)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15139,O=c1cc(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,sweet,sweet-like,flavor_db
15140,CC(=O)OC1CC2(C)C(=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C(C)(C)C4CCC32C)C2CC(C)(C)CC(O)C12COC1OC(C)C(O)C(O)C1O,sweet,sweet-like,flavor_db
15141,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,sweet,sweet-like,flavor_db
15142,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
15143,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
15144,COC(=O)C12CCC(C)(C)CC1C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(OC6OCC(O)C(O)C6O)C(O)C5O)C(C)(CO)C4CCC3(C)C1(C)CC2,sweet,sweet-like,flavor_db
15145,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
15146,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
15147,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet,flavor_db
15148,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,sweet,sweet-like,flavor_db
15149,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,sweet,sweet-like,flavor_db
15150,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
15151,NOC(CO)C(O)C(O)CO,sweet,sweet,flavor_db
15152,NOC(CO)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
15153,CCCCCCCOC1C(OC)OC(C(O)CO)C1O,sweet,sweet,flavor_db
15154,O=C1c2ccccc2S(=O)(=O)N1COCN1C(=O)c2ccccc2S1(=O)=O,sweet,sweet,flavor_db
15155,CC(C)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O.Cl,sweet,sweet,flavor_db
15156,CC(C)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,sweet,sweet,flavor_db
15157,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db
15158,O=S(=O)([O-])[O-].OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[NH4+],sweet,sweet,flavor_db
15159,O=S(=O)([O-])[O-].OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Na+],sweet,sweet,flavor_db
15160,[O-]C1OC(CO)C(O)C(O)C1OCC1CO1,sweet,sweet,flavor_db
15161,OCC1OC(O)C(OCC2CO2)C(O)C1O,sweet,sweet,flavor_db
15162,CCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15163,CCCCCOCC(O)COC1C([O-])OC(CO)C(O)C1O,sweet,sweet,flavor_db
15164,CCCCCOCC(O)COC1C(O)OC(CO)C(O)C1O,sweet,sweet,flavor_db
15165,CCCCCCCOCC(O)COC1C([O-])OC(CO)C(O)C1O,sweet,sweet,flavor_db
15166,CCCCCCCOCC(O)COC1C(O)OC(CO)C(O)C1O,sweet,sweet,flavor_db
15167,CCCCCCCCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15168,OCC1OC(O)(F)C(O)C(O)C1O,sweet,sweet,flavor_db
15169,OCC(O)C(O)C(OC1OC(CO)C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O)C(O)CO,sweet,sweet,flavor_db
15170,CC(=O)OCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,sweet,flavor_db
15171,COC(=O)C(CC(C)C)NC(C)=O.NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15172,[O-]C1OC(COCl)C(O)C(O)C1O,sweet,sweet,flavor_db
15173,OC1OC(COCl)C(O)C(O)C1O,sweet,sweet,flavor_db
15174,CCCCCCCCOC(OC1OC(CO)C(O)C(O)C1O)C(C)O,sweet,sweet,flavor_db
15175,CC=CCC(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(OC)c4)oc3c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db
15176,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)ccc1O,sweet,sweet-like,flavor_db
15177,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4O)cc3O2)cc1O,sweet,sweet-like,flavor_db
15178,[O-]C1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15179,O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
15180,CCOC(=O)CNC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)O,sweet,sweet,flavor_db
15181,CN(C(=O)C(N)CC(=O)O)C(Cc1ccccc1)C(=O)[O-],sweet,sweet,flavor_db
15182,CN(C(=O)C(N)CC(=O)O)C(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15183,O=C([O-])O.O=C([O-])O.O=CC(O)C(O)C(O)C(O)CO.[Ca+2],sweet,sweet,flavor_db
15184,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Ca+2].[OH-].[OH-],sweet,sweet,flavor_db
15185,O=C([O-])O.O=C([O-])O.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Ca+2],sweet,sweet,flavor_db
15186,NC(CC(=O)N(C=O)C(Cc1ccccc1)C(=O)O)C(=O)O,sweet,sweet,flavor_db
15187,CCOC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15188,O=CC(O)C(O)C(O)C(O)CO.OO,sweet,sweet,flavor_db
15189,O=CC(O)C(O)C(O)C(O)CO.OO.OO,sweet,sweet,flavor_db
15190,NC1CCCCC1.O=S(=O)([O-])[O-],sweet,sweet,flavor_db
15191,O=CC(O)C(O)C(O)C(O)C(=O)[O-].O=CC(O)C(O)C(O)C(O)C(=O)[O-].[Fe+2],sweet,sweet,flavor_db
15192,CCC(=O)NC(Cc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
15193,COC(=O)CCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15194,OCC1OC(OCCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15195,[F-].[O-]C1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15196,O=S(=O)([O-])[O-].OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
15197,OCC(O)CO.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15198,CSCc1ccsc1,undefined,"dairy, roasted, cooked",flavor_db
15199,CCCCCCCCCOC1OCC(O)C(O)C1O,sweet,sweet,flavor_db
15200,CC1OC(OC2C(OCCBr)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15201,CCOC(=O)C(N)CC(=O)NC(Cc1ccccc1)C(=O)OCC,sweet,sweet,flavor_db
15202,CCOC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)OCC,sweet,sweet,flavor_db
15203,COC(=O)C(N)CC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15204,CN1C(=O)C(N)CC(=O)OC(=O)C1Cc1ccccc1,sweet,sweet,flavor_db
15205,O=CC(O)C(O)C(O)C(O)CO.[Cu+2],sweet,sweet,flavor_db
15206,CCCOCC(=O)N(C(=O)C(N)CC(=O)OC)C(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15207,CCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
15208,CCCCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db
15209,CC1OC(O)C(I)C(O)C1O,sweet,sweet,flavor_db
15210,CCOCC.O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
15211,CC1OC(O)C2OC(C)(C)OC2C1O,sweet,sweet,flavor_db
15212,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O.O=P(O)(O)O,sweet,sweet,flavor_db
15213,O=CC(O)C(O)C(O)C(O)CO.O=CCC(O)C(O)C(O)CO,sweet,sweet,flavor_db
15214,OCC(O)C(O)C(O)C=[Se],sweet,sweet,flavor_db
15215,COC(=O)C(Cc1ccccc1)N(C(=O)CCl)C(=O)C(N)CC(=O)O,sweet,sweet,flavor_db
15216,CN(C(=O)C(CC(=O)O)NC=O)C(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15217,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O.COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db
15218,NC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15219,O=C(O)CC(NC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15220,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)O,sweet,sweet,flavor_db
15221,O=CC(O)C(O)C(OCl)C(O)CO,sweet,sweet,flavor_db
15222,O=C(CO)C(O)C(O)C(O)CO.[Ca+2].[Cl-],sweet,sweet,flavor_db
15223,COC(=O)C(NC(=O)C(N)CC(=O)O)C(Cl)c1ccccc1,sweet,sweet,flavor_db
15224,COC(=O)C(NC(=O)CC(N)C(=O)O)C(Cl)c1ccccc1,sweet,sweet,flavor_db
15225,COC(=O)C(NC(=O)C(CC(=O)O)NC=O)C(Cl)c1ccccc1,sweet,sweet,flavor_db
15226,OCC1OC(O)C(O)C(O)C1O.[Na+],sweet,sweet,flavor_db
15227,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)(O)OP(=O)([O-])O)O1.[Na+].[Na+],sweet,sweet-like,flavor_db
15228,O=CC(OO)C(OO)C(O)C(O)CO,sweet,sweet,flavor_db
15229,O=C(O)CC(NCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15230,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCc1ccccc1,sweet,sweet,flavor_db
15231,CC1OC(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(CO)O2)C(O)C(O)C1O,sweet,sweet,flavor_db
15232,CC(=O)CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15233,COC(CO)C1OC(O)C(O)C1OC,sweet,sweet,flavor_db
15234,CC1=CC2(C=CC(C)O2)C(C(C)C)CC1,undefined,blackcurrant,flavor_db
15235,COC(=O)C(Cc1ccc(Cc2ccccc2)cc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db
15236,COC(=O)C(Cc1ccc(Cc2ccccc2)cc1)NC(=O)C(N)CC(=O)O.O=[N+]([O-])O,sweet,sweet,flavor_db
15237,COC(=O)C(Cc1ccc(Cc2ccccc2)cc1)NC(=O)C(N)CC(=O)O.Cl,sweet,sweet,flavor_db
15238,OCC(O)C(O)C(O)C1OC(O)C(O)C1O,sweet,sweet,flavor_db
15239,NC(N)=O.O=S1(=O)N=C([O-])c2ccccc21,sweet,sweet,flavor_db
15240,O=C1NS(=O)(=O)c2ccccc21.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],sweet,sweet,flavor_db
15241,CC1OC(OC2(C)CC(O)C(O)C(C)O2)CC(O)C1O,sweet,sweet,flavor_db
15242,CCOC1OC(C(O)CO)C(O)C1OC,sweet,sweet,flavor_db
15243,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(OBr)C1O,sweet,sweet,flavor_db
15244,O=CC(O)C(O)C(O)C(O)C(=O)O.[Cu+],sweet,sweet,flavor_db
15245,O=C(CO)C(O)C(O)C(O)CO.[Cu+],sweet,sweet,flavor_db
15246,OCC1OC(OSOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O.[Au+],sweet,sweet,flavor_db
15247,OCC1OC(OSOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15248,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Mg+2].[Mg+2].[Mg+2],sweet,sweet,flavor_db
15249,COCCCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15250,COCC(C)Oc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15251,CCOCC(C)Oc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15252,CC(C)OCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15253,CCCCOCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15254,CCOCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db
15255,O=CC(O)C(O)C(O)C(O)CO.[Li+].[Na+].[Na+],sweet,sweet,flavor_db
15256,O=C(CO)C(O)C(O)C(O)CO.[Al+3].[I-],sweet,sweet,flavor_db
15257,NC(Cc1ccccc1)C(=O)O.NCC(=O)NCC(=O)O,sweet,sweet,flavor_db
15258,CC(=O)[O-].CCO.O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
15259,CCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O.Cl,sweet,sweet,flavor_db
15260,CCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O.Cl,sweet,sweet,flavor_db
15261,CCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,sweet,sweet,flavor_db
15262,O=P([O-])([O-])[O-].OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15263,[O-]C(CO)CCC(O)CO,sweet,sweet,flavor_db
15264,CC1CC(S)C(C)O1,undefined,"onion, meat, roasted, sulfury",flavor_db
15265,OCC1CC(O)C(O)C(OBr)O1,sweet,sweet,flavor_db
15266,CC(C)CC(NC(C)C(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,sweet,sweet,flavor_db
15267,CC(NC(CCc1ccccc1)C(=O)O)C(=O)NCCCC(=O)O,sweet,sweet,flavor_db
15268,OCC1OC(OC2C([S-])OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15269,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,sweet,sweet,flavor_db
15270,OCC(O)C(O)C(O)COC1OCC(O)C(O)C1O,sweet,sweet,flavor_db
15271,CC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db
15272,CC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db
15273,OCCC(O)C(O)C(O)C(O)O,sweet,sweet,flavor_db
15274,CC(O)C(O)C(O)C(O)COCl,sweet,sweet,flavor_db
15275,CC1(C)OC2OC(CCl)C(O)C(O)C2O1,sweet,sweet,flavor_db
15276,O=CC(O)C(O)C(O)C(O)CO.[Ba+2],sweet,sweet,flavor_db
15277,O=CC(=O)C(O)C(O)C(O)C(O)C=O,sweet,sweet,flavor_db
15278,COC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OC(C)(C)C,sweet,sweet,flavor_db
15279,O=C(CO)C(O)C(O)C(O)CO.[F-].[Sn+4],sweet,sweet,flavor_db
15280,NOC(C=O)C(ON)C(O)C(O)CO,sweet,sweet,flavor_db
15281,O=C1NS(=O)(=O)c2ccccc21.[Ca+2].[F-].[F-],sweet,sweet,flavor_db
15282,COC1CCC(O)OC1C,sweet,sweet,flavor_db
15283,OCC1OC(OC2C(CO)OC(Br)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15284,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1Cl,sweet,sweet,flavor_db
15285,OCC1OC(OC2(CO)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15286,O=C(COCl)C(OCl)C(OCl)C(O)CO,sweet,sweet,flavor_db
15287,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15288,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15289,O=CC(OCl)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
15290,NC1CCCCC1.O=S(O)O,sweet,sweet,flavor_db
15291,CCCOCC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db
15292,CCCOCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db
15293,CCCCCCOCC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db
15294,CCCCCCOCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db
15295,CCCCCOCC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db
15296,CCCCCOCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db
15297,CCCCOCC1([O-])OCC(O)C(O)C1O,sweet,sweet,flavor_db
15298,COC(CO)C(O)C(O)CO,sweet,sweet,flavor_db
15299,O=C([O-])CCC(O)C(O)C(=O)[O-],sweet,sweet,flavor_db
15300,O=C(O)CCC(O)C(O)C(=O)O,sweet,sweet,flavor_db
15301,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(N)=O,sweet,sweet,flavor_db
15302,OCC(O)COC1OCC(O)C(O)C1O,sweet,sweet,flavor_db
15303,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O.O,sweet,sweet-like,flavor_db
15304,O=S1(=O)N=C([O-])c2ccccc21.[Na+].[Na+],sweet,sweet,flavor_db
15305,O=CC(O)C(O)C(O)C(O)CO.[Pt+2],sweet,sweet,flavor_db
15306,O=C([O-])OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15307,NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
15308,OCC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
15309,O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)CO,sweet,sweet,flavor_db
15310,OCC1OC(OC2(C(I)OI)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15311,[O-]C1OC(CO)C(O)C(O)C1OC1CCCC1,sweet,sweet,flavor_db
15312,OCC1OC(O)C(OC2CCCC2)C(O)C1O,sweet,sweet,flavor_db
15313,Ic1ccc(N=NC(=NNc2ccccc2)c2ccccc2)cc1,sweet,sweet-like,flavor_db
15314,O=C(CC(O)CO)C(O)CO,sweet,sweet,flavor_db
15315,OCC1OC(CO)(OC2OC(CCl)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
15316,OCC1OC(OC2OC(O)(C(O)O)C(O)(OO)C(O)(OO)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15317,CCCOC1C([O-])OC(CO)C(O)C1O,sweet,sweet,flavor_db
15318,CCCOC1C(O)OC(CO)C(O)C1O,sweet,sweet,flavor_db
15319,CC(C)Oc1ccc(NC(=O)NC#N)cc1,sweet,sweet-like,flavor_db
15320,COc1ccc(NC(=O)NC#N)cc1,sweet,sweet-like,flavor_db
15321,OC1C(CCl)OC(OC2(CCl)OC(CCl)C(O)C2O)C(Cl)C1O,sweet,sweet,flavor_db
15322,CC(=O)O.O=C1NS(=O)(=O)c2ccccc21,sweet,sweet,flavor_db
15323,OCC(O)C(O)C(O)C(O)C1OCCO1,sweet,sweet,flavor_db
15324,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NCCCc1ccc(C)cc1,sweet,sweet,flavor_db
15325,OC1OC2COC(C2)C1O,sweet,sweet,flavor_db
15326,COC1OC(C)C2OC(C)(C)OC2C1O,sweet,sweet,flavor_db
15327,COC1OC(C)C(O)CC1O,sweet,sweet,flavor_db
15328,COC1OC(C)C(O)C(OC)C1O,sweet,sweet,flavor_db
15329,COCC(O)C(OC)C(O)C(O)C=O,sweet,sweet,flavor_db
15330,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(O)C1OC(C)=O.[Ac],sweet,sweet,flavor_db
15331,CC1OC2OC(C)(C)OC2C(O)C1O.[Ac].[Ac],sweet,sweet,flavor_db
15332,CC1OC2OC(C)(C)OC2C(O)C1O,sweet,sweet,flavor_db
15333,CC1OC2OC(C)([O-])OC2C(O)C1O.[Ac].[Ac],sweet,sweet,flavor_db
15334,CC1OC2OC(C)(O)OC2C(O)C1O,sweet,sweet,flavor_db
15335,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)NOS(=O)(=O)O)C(O)C1O,sweet,sweet-like,flavor_db
15336,C=O.OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
15337,COC(=O)NC(Cc1ccccc1)C(=O)O.NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
15338,OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],sweet,sweet,flavor_db
15339,OCC(O)C(O)C(O)C1COC(O)C(O)O1,sweet,sweet,flavor_db
15340,CC1OCC(C(O)C(O)C(O)CO)OC1O,sweet,sweet,flavor_db
15341,OC1OCC(C(O)C(O)C2COC(O)C(O)O2)OC1O,sweet,sweet,flavor_db
15342,OCC1OC(O)C(O)OC1C1COC(O)C(O)O1,sweet,sweet,flavor_db
15343,OC1OCC(C2OC(O)C(O)OC2C2COC(O)C(O)O2)OC1O,sweet,sweet,flavor_db
15344,CC#CCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15345,OCC1OC(OC2CCCCC2)C(O)C(O)C1O,sweet,sweet,flavor_db
15346,OCC1OC(OS)C(O)C(O)C1O,sweet,sweet,flavor_db
15347,OCC1OC(O[S-])C(O)C(O)C1O.[Au+],sweet,sweet,flavor_db
15348,Nc1ncnc2c1ncn2C1OC(CO)C(OP(N)O)C1O,sweet,sweet-like,flavor_db
15349,CC(C)OC1OC(C(O)O)C(O)C(O)C1O,sweet,sweet,flavor_db
15350,CCOC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O,sweet,sweet,flavor_db
15351,NOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15352,COC1(CO)OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
15353,COC1OC(CO)(COCC2OC(C)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
15354,OCC1OC(O)C(O)C(O)C1OC1OC(COS)C(O)C(O)C1O,sweet,sweet,flavor_db
15355,Nc1ncnc2c1ncn2C1OC(COP(N)O)C(O)C1O[Si],sweet,sweet-like,flavor_db
15356,OC1COC(O)C(O)C1,sweet,sweet,flavor_db
15357,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet,sweet-like,flavor_db
15358,O=S(=O)([O-])[O-].OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O.[Na+].[Na+],sweet,sweet,flavor_db
15359,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OS)C(O)C1O,sweet,sweet-like,flavor_db
15360,COC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db
15361,COCCOC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet,sweet-like,flavor_db
15362,COC1C(O)C(COP(O)(O)=S)OC1n1cnc2c(N)nc(N)nc21,sweet,sweet-like,flavor_db
15363,C[Si](C)(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15364,CC(C)=O.CC(C)=O.OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db
15365,CC(C)(C)OC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,sweet,sweet,flavor_db
15366,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15367,NOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
15368,CCCC[Sn](CCCC)=C(O)C1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,sweet,flavor_db
15369,OCC1OC(OC2(CO[Sn+3])OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
15370,CC(O)CO.OCC(O)C(O)C(O)CO,sweet,sweet,flavor_db
15371,O=C(O)CCC(=O)NCCOC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)O,sweet,sweet,flavor_db
15372,COC(=O)C(Cc1ccccc1)NC(=O)CC(NCCC(C)(C)C)C(=O)O,sweet,sweet,flavor_db
