Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source
C1=NC=NC2=NNN=C21,c1ncc2nn[nH]c2n1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1CCN(CC1)C2=NC3=C(N=CN=C3N2[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O)O)O)N,Nc1ncnc2c1nc(N1CCCCC1)n2C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
CCCCOC(=O)C1C(C(C(C(O1)OC2C(C(C(OC2OC3CC[C@]4(C(C3(C)C)CC[C@@]5(C4C(=O)C=C6[C@]5(CC[C@@]7(C6C[C@@](CC7)(C)C(=O)OCCCC)C)C)C)C)C(=O)OCCCC)O)O)O)O)O,CCCCOC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OCCCC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OCCCC)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C1=CC=C(C=C1)[Se]N2C(=O)C3=CC=CC=C3S2(=O)=O,O=C1c2ccccc2S(=O)(=O)N1[Se]c1ccccc1,sweet,sweet,flavor_db
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OCOC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,OCC1OC(OCOC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC(CO[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)CO)O)O,CC(O)COC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O,sweet,sweet,flavor_db
CC=C(C)C(=NO)C,CC=C(C)C(C)=NO,undefined,"Non-sweet, Non-sweetness",chemtastes_db
CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1O,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
C1=CC(=CC=C1NC(=O)N)OC(C(F)(F)F)F,NC(=O)Nc1ccc(OC(F)C(F)(F)F)cc1,sweet,sweet-like,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O,COc1ccc(-c2oc3cc(OCCO)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)cc1OC,sweet,sweet-like,flavor_db
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)N,NC(=O)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CCC(=O)C1=NC=CS1,CCC(=O)c1nccs1,undefined,"nutty, popcorn, cereal, bread",flavor_db
CC1=CC(=C(O1)C)SC(=O)C,CC(=O)Sc1cc(C)oc1C,undefined,"floral, fruity",flavor_db
C1=CC=C(C=C1)C[C@@H](C(=O)N)NC(=O)[C@H](CC(=O)[O-])[NH3+],NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)[O-],sweet,sweet,flavor_db
CC1=C(OC(=N1)C)C,Cc1nc(C)c(C)o1,undefined,"wasabi, roasted, mustard, shellfish, vegetable, nut skin, nutty",flavor_db
C[C@H]1CCC2([C@@]3(C1CC(C2(C)C)CC3)C)O,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,undefined,"patchouli, earthy, powdery, camphor",flavor_db
CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=CC=C1)N,CC(C)CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(N)Cc1ccccc1)C(C)C)C(C)C)C(=O)O,sweet,sweet,flavor_db
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)OC)O)O)O)O)O)O,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)ccc1O,sweet,sweet-like,flavor_db
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)O)O)O)(C)C(=O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C2O)C(O)C1O)C3,sweet,sweet-like,flavor_db
CCCCCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,CCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
CC[C@H]1[C@H](C[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5C([C@H]([C@H](C(O5)CO)O[C@H]6C([C@H]([C@@H](C(O6)CO)O)O[C@H]7C([C@H]([C@@H](CO7)O)O)O)O[C@H]8C([C@H]([C@@H](C(O8)CO)O)O[C@H]9C([C@H]([C@@H](CO9)O)O)O)O)O)O)C)C)O[C@]1(CC[C@H](CO1)C)C,CCC1C(OC2(C)CCC(C)CO2)CC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)C5O)CCC4(C)C3CC(=O)C12C,sweet,sweet-like,flavor_db
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,CC1CCC(C(C)(C)O)CC2=C1CCC2C,undefined,"balsamic, mild, rose, wood, tea, guaiacwood",flavor_db
CN(C)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,CN(C)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db
CC(C)(C)NC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],CC(C)(C)NC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=CC(=CC=C1N=O)O,O=Nc1ccc(O)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O)C)C)C)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,CC(=O)OC1C(OC2OCC(O)C(O)C2O)C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)OC(C(=O)O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
[2H][C@]1([C@H](OC([C@@]2([C@]1(OC(O2)(C)C)[2H])[2H])([2H])O)C([2H])([2H])O)O,CC1(C)OC2C(O)OC(CO)C(O)C2O1,sweet,sweet,flavor_db
CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)N[C@H](CC3=CNC4=CC=CC=C43)C(=O)O)N,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
CO[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)CO)O,COC1C(O)C(CO)OC(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5(O)OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5(O)OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,"Sweet, Sweetness",chemtastes_db
CCC([C@H](C(C)O)O)O[C@@H](C)OCC1[C@H](C(C([C@H](O1)O)O)O)O,CCC(OC(C)OCC1OC(O)C(O)C(O)C1O)C(O)C(C)O,sweet,sweet-like,flavor_db
CCC(C)C(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)CC=C(C)C)O)CC=C(C)C)O,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,bitter,"Bitter, Bitterness",chemtastes_db
C[C@]12CCC(C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@]([C@H](O3)COP(=O)(O)O)(O)P(=O)(O)O)O)N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)(P(=O)(O)O)C1O,sweet,sweet-like,flavor_db
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](OC(C[C@@H]2O)O)C)O)O,CC1OC(OC2C(O)CC(O)OC2C)CC(O)C1O,sweet,sweet,flavor_db
CC1=C(C=CO1)SC(C(C)C)C(=O)CC(C)C,Cc1occc1SC(C(=O)CC(C)C)C(C)C,undefined,meaty,flavor_db
COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CN,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,sweet,flavor_db
C1CC(NC1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O,O=C(O)CC(NC(=O)C(CC(=O)O)NC(=O)C1CCCN1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C1[C@H](C(O[C@@H](C1O)CO)(CO)O)O,OCC1OC(O)(CO)C(O)CC1O,sweet,sweet-like,flavor_db
COC1=CC=C(C=C1)SCC(=O)O,COc1ccc(SCC(=O)O)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(=O)O[C@@H]1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,sweet,"Sweet, Sweetness",chemtastes_db
CC(C)CNC(=O)C=CCCc1ccc2c(c1)OCO2,CC(C)CNC(=O)C=CCCc1ccc2c(c1)OCO2,bitter,bitter; umami,phytocompounds_db
C(C1C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7C[C@@H]([C@H]([C@@H]([C@H]7O)O)O)C(=O)O)C)(C)C(=O)O,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6CC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,"Sweet, Sweetness",chemtastes_db
C=CC1CN2CCC1CC2c1[nH]c2ccccc2c1CCO,C=CC1CN2CCC1CC2c1[nH]c2ccccc2c1CCO,bitter,bitter,phytocompounds_db
COCO[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC)CO)O)O,COCOC1C(OC)OC(CO)C(O)C1O,sweet,sweet,flavor_db
CC1(C(O)CO)C=C2CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC3(C)C2CC1,CC1(C(O)CO)C=C2CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC3(C)C2CC1,bitter,bitter,phytocompounds_db
CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
COC(=O)C1=CCCC2C3(C)CC(c4ccoc4)OC(=O)C3CC(OC3OC(CO)C(O)C(O)C3O)C12C,COC(=O)C1=CCCC2C3(C)CC(c4ccoc4)OC(=O)C3CC(OC3OC(CO)C(O)C(O)C3O)C12C,bitter,bitter,phytocompounds_db
CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(OS(=O)(=O)O)C1,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(OS(=O)(=O)O)C1,bitter,bitter,phytocompounds_db
CC(=O)OCC1[C@H]([C@@H](C([C@@H](O1)OC2=C(C(=C(C=C2)C(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O)OC(=O)C)O)OC(=O)C,CC(=O)OCC1OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C(OC(C)=O)C(O)C1OC(C)=O,sweet,sweet-like,flavor_db
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=S)(O)OP(=O)(O)OCCC#N)O)O)N,N#CCCOP(=O)(O)OP(O)(=S)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db
COCC1C(C(C(C(O1)OC)O)OC)O,COCC1OC(OC)C(O)C(OC)C1O,sweet,sweet,flavor_db
C1=NC(=C2C(=N1)N(C=N2)C3(C(C(C(O3)CO)O)O)P(=O)(O)O)N,Nc1ncnc2c1ncn2C1(P(=O)(O)O)OC(CO)C(O)C1O,sweet,sweet-like,flavor_db
CO[C@@]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)CO)O)O,COC1(O)C(O)C(O)OC(CO)C1O,sweet,sweet-like,flavor_db
CSCCSC,CSCCSC,undefined,"sulfurous, dairy",flavor_db
CCCCCCCCCC(OC)OC,CCCCCCCCCC(OC)OC,undefined,"neroli, citrus, herbal, green",flavor_db
COC1=CC(=C2C(=C1)OC3=C(C2=O)C(=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,COc1cc(O)c2c(=O)c3c(OC4OC(CO)C(O)C(O)C4O)c(O)ccc3oc2c1,sweet,sweet-like,flavor_db
CC(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)N,CC(NC(=O)C(N)CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CCC1=NC=CN=C1C,CCc1nccnc1C,undefined,"raw, hazelnut, roast, sweat, potato, bread, musty, earthy, peanut, nutty, corn",flavor_db
C1C[C@H](O[C@@H](C1)O[C@H]2CCCOC2)CO,OCC1CCCC(OC2CCCOC2)O1,sweet,sweet-like,flavor_db
C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)O,O=C(O)c1cccc([N+](=O)[O-])c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C[C@@H]1[C@H](C[C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O)CO)O)O)O,CC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)CC1O,sweet,sweet-like,flavor_db
CC(=O)CC(=O)OC,COC(=O)CC(C)=O,undefined,"citrus, fruity, fresh, green",flavor_db
C1C[C@H]([C@@H]1C(=O)O)C(=O)O,O=C(O)[C@@H]1CC[C@H]1C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,O=C(C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1)c1c(O)cc(O)cc1O,sweet,sweet-like,flavor_db
CC(C(=O)O)C(=O)O,CC(C(=O)O)C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)OC(C(C(=O)OC)O)OCC(=O)OC)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,COC(=O)COC(OC1C(O)C(C(=O)OC)OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(=O)OC,sweet,sweet-like,flavor_db
CN(CC1CO1)P(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=NC4=C(N=CN=C43)N)O,CN(CC1CO1)P(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,sweet,sweet-like,flavor_db
C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5=O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,CC1(C)CC(=O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
OCC1CC(O)C(O)C(O)C1O,OCC1CC(O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db
CC1=C(C(CCC1)(C)C)/C=C(\C)/C(=O)C,CC(=O)C(C)=CC1=C(C)CCCC1(C)C,undefined,"ambergris, waxy, floral, woody, orris",flavor_db
COC1=C(C=CC(=C1)O)[N+](=O)[O-],COc1cc(O)ccc1[N+](=O)[O-],sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCCCCOC(=O)C(C)CC,CCCCCCCOC(=O)C(C)CC,undefined,apple,flavor_db
C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)O)N,NC(=O)CC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
C1CCC(CC1)(C(=O)O)O,O=C(O)C1(O)CCCCC1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2C[C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O)O,CC1OC(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(CO)O2)C(O)C(O)C1O,sweet,sweet,flavor_db
CC(=O)/C=C/C1=CC=CC=C1,CC(=O)C=Cc1ccccc1,sweet,"butter, spice, vanilla, jam, floral, creamy, anise, sweet, balsam, cherry, rhubarb, almond, cinnamon",flavor_db
CC(=O)OCC1(O)C(OC(C)=O)CC2C(COC3OC(CO)C(O)C(O)C3O)=COC(OC(=O)CC(C)C)C21,CC(=O)OCC1(O)C(OC(C)=O)CC2C(COC3OC(CO)C(O)C(O)C3O)=COC(OC(=O)CC(C)C)C21,bitter,bitter,phytocompounds_db
COC1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3C([C@H]([C@@H](C(O3)CO)O)O)O[C@H]4C([C@H]([C@@H](CO4)O)O)O)C5=CC(=C(C=C5)O)OC)O,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db
CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)O)N,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC4C(C(C(C(O4)OC(=O)O)O)O)O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1OC1OC(OC(=O)O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)O,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet,flavor_db
CCC1=C(N=C(S1)CC)C,CCc1nc(C)c(CC)s1,undefined,"nutty, green",flavor_db
C1[C@H](C(O[C@H](C1OI)OC2[C@H](C(O[C@H](C2O)O)COI)O)COI)O,OC1CC(OI)C(OC2C(O)C(O)OC(COI)C2O)OC1COI,sweet,sweet-like,flavor_db
CC1CCCCC1OC(=O)CCNC(=O)C(N)CC(=O)O,CC1CCCCC1OC(=O)CCNC(=O)C(N)CC(=O)O,undefined,"Non-sweet, Non-sweetness",chemtastes_db
CCOC1(O)C(C)C(OC(=O)c2ccc(O)c(OC)c2)C(O)C1OCC1OC(O)C(O)C(O)C1O,CCOC1(O)C(C)C(OC(=O)c2ccc(O)c(OC)c2)C(O)C1OCC1OC(O)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
C[C@]1([C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@@]2([C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C,CC1(OC2(C)OC(CO)C(O)C(O)C2O)OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
CCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,CCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db
C1=CC=C(C=C1)C(=O)C(C(=O)O)S(=O)(=O)C2=CC=CC=C2,O=C(O)C(C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,undefined,"Non-sweet, Non-sweetness",chemtastes_db
CCC(C)(CC)NC(=O)C(C)NC(=O)C(N)CC(=O)O,CCC(C)(CC)NC(=O)C(C)NC(=O)C(N)CC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@@H]2O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)OC4CC[C@]5(C(C4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@@H]7CC([C@H](C8)O)(C)C)C)C)C)C)O)O)O)O)O,CC1OC(OC2C(OC3OC(CO)C(O)C(O)C3O)OC(C(=O)OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)C(O)CC6(C)CCC45C)C3(C)CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
COC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC1=CC=CC=C1)N,COC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1,sweet,sweet-like,flavor_db
CC1=CCC(C(C)C)CC1=O,CC1=CCC(C(C)C)CC1=O,bitter,pungent; bitter,phytocompounds_db
CCCCC[C@H](CC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,CCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
C1C(C(C(C(COCC2C(C(C(O2)(OC3C(C(C(C(O3)CO1)O)O)O)CO)O)O)O)O)O)O,OCC12OC(COCC(O)C(O)C(O)C(O)COCC3OC(O1)C(O)C(O)C3O)C(O)C2O,sweet,sweet-like,flavor_db
C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)N,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CCOC(=O)C1=CC=C(C=C1)OC,CCOC(=O)c1ccc(OC)cc1,undefined,"aniseed, anise, fruity, balsam, tarragon",flavor_db
C1CCCCOC(=O)CCCCC/C=C\CCC1,O=C1CCCCCC=CCCCCCCCCO1,undefined,"musty, musky, animal",flavor_db
C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(=O)O)N,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db
