,Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,is_multiclass
4136,CC=CC=CCCC=CC(=O)NCC(C)C,CC=CC=CCCC=CC(=O)NCC(C)C,undefined,"Heating, pungent, and tingling, Miscellaneous",chemtastes_db,0
4137,OCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,OCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
4138,CN(C)C(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,CN(C)C(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet,flavor_db,0
4139,CC(C)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,CC(C)C(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet,sweet,flavor_db,0
4140,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OO)C(O)C1O,sweet,sweet-like,flavor_db,0
4141,CCCC1CCOC(C)S1,CCCC1CCOC(C)S1,undefined,"pineapple, tropica, tropical, galbanum, green",flavor_db,0
4142,OCC1OC(OC2(C(F)(F)OF)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(C(F)(F)OF)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
4143,CC(=O)OC1OCC23C(CCC(C)(C)C12)OC(=O)C12CC(CC(=O)C13)C(C)C2=O,CC(=O)OC1OCC23C(CCC(C)(C)C12)OC(=O)C12CC(CC(=O)C13)C(C)C2=O,bitter,"Bitter, Bitterness",chemtastes_db,0
4144,CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2C=CC1(O)C(=O)O2,CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2C=CC1(O)C(=O)O2,bitter,"Bitter, Bitterness",chemtastes_db,0
4145,CCC(C)C(O)S,CCC(C)C(O)S,undefined,sulfurous,flavor_db,0
4146,[N-]=[N+]=NCCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,[N-]=[N+]=NCCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
4147,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4148,OCC(O)C(O)C(O)COC1OCC(O)C(O)C1O,OCC(O)C(O)C(O)COC1OCC(O)C(O)C1O,sweet,sweet,flavor_db,0
4149,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db,0
4150,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cc1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
4151,CCNc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,CCNc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,0
4152,NC(=O)CCC(NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CCC(NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4153,NC(=O)c1cccnc1,NC(=O)c1cccnc1,undefined,odorless,flavor_db,0
4154,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,bitter,bitter,phytocompounds_db,0
4155,O=[N+]([O-])c1cc([N+](=O)[O-])c2cn[nH]c2c1O,O=[N+]([O-])c1cc([N+](=O)[O-])c2cn[nH]c2c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4156,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,sweet,"Tasteless; Sweet(2), Sweetness",chemtastes_db,0
4157,CC(C)COC(=O)C=Cc1ccccc1,CC(C)COC(=O)C=Cc1ccccc1,sweet,"sweet, labdanum, fruity, balsam",flavor_db,0
4158,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4159,CC=Cc1ccc(OCC)c(O)c1,CC=Cc1ccc(OCC)c(O)c1,sweet,"tobacco, powdery, vanilla, sweet, woody, spicy, phenolic",flavor_db,0
4160,CCCc1ccccn1,CCCc1ccccn1,undefined,"tobacco, roasted, fatty, nutty, green",flavor_db,0
4161,COC1C(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC1n1cnc2c(N)ncnc21,COC1C(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet,sweet-like,flavor_db,0
4162,[O-][n+]1ccccc1O,[O-][n+]1ccccc1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4163,CSC(=S)NCC(=O)O,CSC(=S)NCC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4164,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,sweet,sweet,phytocompounds_db,0
4165,CC(O)COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,CC(O)COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,sweet,flavor_db,0
4166,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db,0
4167,CC1OC(OC2C(Oc3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(Oc3c(O)cc4oc(-c5ccc(O)c(O)c5)cc(=O)c4c3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
4168,CC(C)=CCCC1(C)C2CC3C(C2)C31C,CC(C)=CCCC1(C)C2CC3C(C2)C31C,undefined,woody,flavor_db,0
4169,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O[P+](=O)[O-])C(O[P+](=O)[O-])C1O,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O[P+](=O)[O-])C(O[P+](=O)[O-])C1O,sweet,sweet-like,flavor_db,0
4170,Nc1ncnc2c1ncn2C1OC(COP(N)O)C(O)C1O[Si],Nc1ncnc2c1ncn2C1OC(COP(N)O)C(O)C1O[Si],sweet,sweet-like,flavor_db,0
4171,CC1OC(C(O)C2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(C(O)C2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
4172,CC(=O)CC(C)SCc1ccco1,CC(=O)CC(C)SCc1ccco1,undefined,meaty,flavor_db,0
4173,OCC1OC(OC2C(CO)OC(OC3C(O)C(CO)OC3(O)CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(OC3C(O)C(CO)OC3(O)CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
4174,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,0
4175,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,bitter,"Bitter, Bitterness",chemtastes_db,0
4176,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,undefined,"balsam, pine, balsamic",flavor_db,0
4177,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(OI)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(OI)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)C3,sweet,sweet-like,flavor_db,0
4178,O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,O=[N+]([O-])c1cc(S(=O)(=O)O)c2cccnc2c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4179,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,sweet,sweet-like,flavor_db,0
4180,OC(O)C(Cl)(Cl)Cl,OC(O)C(Cl)(Cl)Cl,bitter,"Slightly bitter, Bitterness",chemtastes_db,0
4181,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,sweet,sweet-like,flavor_db,0
4182,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,0
4183,CC(C)CC(=O)OC(C)C,CC(C)CC(=O)OC(C)C,undefined,"fruity, apple, pineapple",flavor_db,0
4184,Cc1ncc2c(n1)CSC2,Cc1ncc2c(n1)CSC2,undefined,"taco, roasted, toasted, popcorn, corn, chip",flavor_db,0
4185,CCCCCOC1OC(CO)C(OC)C(OC)C1OC,CCCCCOC1OC(CO)C(OC)C(OC)C1OC,sweet,sweet-like,flavor_db,0
4186,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,bitter,bitter,phytocompounds_db,0
4187,COP(=O)(O)OC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,COP(=O)(O)OC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,0
4188,COc1ccc2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,COc1ccc2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,sweet,sweet-like,flavor_db,0
4189,COc1cc(O)c2c(=O)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,0
4190,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c(O)c12,sweet,sweet-like,flavor_db,0
4191,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC34C)C2(C)CO)C(OC2OCC(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC34C)C2(C)CO)C(OC2OCC(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db,0
4192,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CCC1C(C)C,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CCC1C(C)C,undefined,"Non-sweet, Non-sweetness",chemtastes_db,0
4193,CC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)c(O)c4O)coc3c2)C(O)C(O)C1O,CC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)c(O)c4O)coc3c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
4194,CC(O)c1ccccc1,CC(O)c1ccccc1,sweet,"acetophenone, gardenia, fresh, sweet, hyacinth",flavor_db,0
4195,NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4196,OC1COC(O)(C(O)F)C(O)C1O,OC1COC(O)(C(O)F)C(O)C1O,sweet,sweet-like,flavor_db,0
4197,NCC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,NCC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
4198,NC(CC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,NC(CC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,sweet,sweet,flavor_db,0
4199,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OCC(O)C(O)C2O)C(O)C1O,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db,0
4200,COCC1OC(COC)(OC2OC(CO)C(OC)C(OC)C2OC)C(OC)C1OC,COCC1OC(COC)(OC2OC(CO)C(OC)C(OC)C2OC)C(OC)C1OC,sweet,sweet,flavor_db,0
4201,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)O,sweet,sweet,flavor_db,0
4202,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)O,sweet,sweet,flavor_db,0
4203,CC(=O)OC1CC2(C)C(C)=CCCC2C(C)(CCC(C)=CC(=O)O)C1C,CC(=O)OC1CC2(C)C(C)=CCCC2C(C)(CCC(C)=CC(=O)O)C1C,bitter,bitter,phytocompounds_db,0
4204,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
4205,CC(=O)COC(C)=O,CC(=O)COC(C)=O,undefined,"buttery, fruity",flavor_db,0
4206,CC(C)C(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4207,CCC(C)C(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4208,CCOC(=O)C1NC1C(=O)NC(Cc1ccccc1)C(=O)NCCCOC(C)C,CCOC(=O)C1NC1C(=O)NC(Cc1ccccc1)C(=O)NCCCOC(C)C,sweet,sweet,flavor_db,0
4209,COC(=O)CC(C(=O)N(C)C(Cc1ccccc1)C(=O)OC)N(C)C(=O)C(F)(F)F,COC(=O)CC(C(=O)N(C)C(Cc1ccccc1)C(=O)OC)N(C)C(=O)C(F)(F)F,sweet,sweet,flavor_db,0
4210,Cn1c(=O)[nH]c2c([nH]c(=O)c(=O)n2C)c1=O,Cn1c(=O)[nH]c2c([nH]c(=O)c(=O)n2C)c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4211,CCCC(C)Oc1ccc([N+](=O)[O-])cc1N,CCCC(C)Oc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db,0
4212,CS(=O)(=O)c1ccc(OCC(=O)O)cc1,CS(=O)(=O)c1ccc(OCC(=O)O)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4213,COc1cc(CC(CO)C(COC2OCC(O)C(O)C2O)Cc2cc(OC)c(O)c(OC)c2)cc(OC)c1O,COc1cc(CC(CO)C(COC2OCC(O)C(O)C2O)Cc2cc(OC)c(O)c(OC)c2)cc(OC)c1O,bitter,bitter,phytocompounds_db,0
4214,NC(C(=O)O)C1CC(=O)NO1,NC(C(=O)O)C1CC(=O)NO1,umami,"Umami, Umaminess",chemtastes_db,0
4215,C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
4216,NCCCCC(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
4217,CCCCOc1ccc(NC(=O)NC(C)(C)C)cc1,CCCCOc1ccc(NC(=O)NC(C)(C)C)cc1,sweet,sweet-like,flavor_db,0
4218,Cc1cccc([Se]CC(=O)O)c1,Cc1cccc([Se]CC(=O)O)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4219,Nc1ncnc2c1ncn2C1OC(C(O)P(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C(O)P(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
4220,COC1OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O,COC1OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,0
4221,O=C1c2ccccc2S(=O)(=O)N1Br,O=C1c2ccccc2S(=O)(=O)N1Br,sweet,sweet,flavor_db,0
4222,C#CCOP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,C#CCOP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
4223,C#CCCCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,C#CCCCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
4224,OCC1OC(O)C(O[Si])CC1O,OCC1OC(O)C(O[Si])CC1O,sweet,sweet,flavor_db,0
4225,COC(=O)C(Cc1ccccc1C)NC(=O)C(N)CC(=O)O,COC(=O)C(Cc1ccccc1C)NC(=O)C(N)CC(=O)O,sweet,sweet-like,flavor_db,0
4226,O=C(O)c1ccccc1C(=O)c1ccc(Oc2ccccc2)cc1,O=C(O)c1ccccc1C(=O)c1ccc(Oc2ccccc2)cc1,undefined,"Tasteless, Tastelessness",chemtastes_db,0
4227,O=C(O)CN(CC(=O)O)[C@@H]1Cc2ccccc2C[C@H]1N(CC(=O)O)CC(=O)O,O=C(O)CN(CC(=O)O)[C@@H]1Cc2ccccc2C[C@H]1N(CC(=O)O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4228,CC1CC(S)C(C)O1,CC1CC(S)C(C)O1,undefined,"onion, meat, roasted, sulfury",flavor_db,0
4229,C=C1CC23CCC4C(C)(C(=O)OC5CC(O)C(O)C(CO)O5)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1(C)OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5CC(O)C(O)C(CO)O5)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1(C)OC(CO)C(O)C(O)C1O)C3,sweet,sweet-like,flavor_db,0
4230,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O,CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
4231,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NC(C)C(=O)O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NC(C)C(=O)O,sweet,sweet,flavor_db,0
4232,CC(C)=CCC1OC(=O)C2C3CCC4C5(C)CCC(OC6OC(COC7OC(C)C(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)C(OC3OC(CO)C(O)C(O)C3O)OC12C,CC(C)=CCC1OC(=O)C2C3CCC4C5(C)CCC(OC6OC(COC7OC(C)C(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)C(OC3OC(CO)C(O)C(O)C3O)OC12C,bitter,bitter,phytocompounds_db,0
4233,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)OC7OC(O)C(O)C(O)C7CO)C(OC7OC(CO)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)OC7OC(O)C(O)C(O)C7CO)C(OC7OC(CO)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
4234,COc1ccc(C2NC(=O)c3ccccc3S2)cc1O,COc1ccc(C2NC(=O)c3ccccc3S2)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db,0
4235,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,undefined,"vanilla, fruity",flavor_db,0
4236,CCCC1CCCC(=O)O1,CCCC1CCCC(=O)O1,sweet,"peach, coconut, fatty, sweet, tropical, dairy, tonka",flavor_db,0
4237,OCCOCC1OC(OC2C(COCCO)OC(O)C(O)C2OCCO)C(O)C(O)C1O,OCCOCC1OC(OC2C(COCCO)OC(O)C(O)C2OCCO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
4238,Sc1ccc2ccccc2c1,Sc1ccc2ccccc2c1,undefined,"sulfurous, roasted, rubbery, woody, creamy, artichoke, meaty",flavor_db,0
4239,COC1=CCCCC1,COC1=CCCCC1,undefined,"spice, herb",flavor_db,0
4240,COC(=O)C1=C(C(=O)O)C2C=CC1C2,COC(=O)C1=C(C(=O)O)C2C=CC1C2,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4241,COC1OC(CO)C(OC2OC(CCO)C(O)C(O)C2O)C(O)C1O,COC1OC(CO)C(OC2OC(CCO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
4242,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
4243,C=CS(=O)C=C,C=C[S+]([O-])C=C,bitter,"Bitter, Bitterness",chemtastes_db,0
4244,CC(=NO)C1=CCCCC1,CC(=NO)C1=CCCCC1,undefined,"Non-sweet, Non-sweetness",chemtastes_db,0
4245,Cn1ncc(=O)[nH]c1=O,Cn1ncc(=O)[nH]c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4246,C=CC=O,C=CC=O,undefined,"cherry, almond",flavor_db,0
4247,O=C(O)Cc1ccc(Cl)s1,O=C(O)Cc1ccc(Cl)s1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
4248,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C(=O)O,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C(=O)O,bitter,astringent; bitter,phytocompounds_db,0
4249,Nc1ncnc2c1ncn2C1OC(C[Se]P(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C[Se]P(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
4250,O=C(O)CS(=O)(=O)c1cccc(Br)c1,O=C(O)CS(=O)(=O)c1cccc(Br)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
